id,from_locality_id,to_locality_id,from_lat,from_lon,to_lat,to_lon,distance_km,travel_time_min,road_type,max_speed,is_paved,geometry_wkt
145,49,44,32.04883641407203,35.208734303529745,32.04926128194853,35.20285788810294,0.56,0.6,residential,50,True,"LINESTRING(35.208734303529745 32.04883641407203, 35.20285788810294 32.04926128194853)"
146,49,31,32.04883641407203,35.208734303529745,32.04685700519098,35.24199992795623,3.14,3.8,secondary,40,True,"LINESTRING(35.208734303529745 32.04883641407203, 35.24199992795623 32.04685700519098)"
147,49,39,32.04883641407203,35.208734303529745,32.024364276922164,35.187655555776225,3.37,5.1,residential,60,True,"LINESTRING(35.208734303529745 32.04883641407203, 35.187655555776225 32.024364276922164)"
148,50,58,32.041323513284084,35.30823391067035,32.02378835180345,35.31115557095103,1.97,3.0,primary,50,True,"LINESTRING(35.30823391067035 32.041323513284084, 35.31115557095103 32.02378835180345)"
149,50,65,32.041323513284084,35.30823391067035,32.01361656334696,35.29949965880836,3.19,4.8,primary,60,True,"LINESTRING(35.30823391067035 32.041323513284084, 35.29949965880836 32.01361656334696)"
150,50,67,32.041323513284084,35.30823391067035,32.01340287976121,35.3340848335894,3.95,3.9,secondary,40,True,"LINESTRING(35.30823391067035 32.041323513284084, 35.3340848335894 32.01340287976121)"
151,51,46,31.753444306582846,35.266216545808064,31.782894739105195,35.23823381251093,4.21,4.2,primary,40,True,"LINESTRING(35.266216545808064 31.753444306582846, 35.23823381251093 31.782894739105195)"
152,51,29,31.753444306582846,35.266216545808064,31.801341594459426,35.268738039385106,5.33,6.4,primary,50,True,"LINESTRING(35.266216545808064 31.753444306582846, 35.268738039385106 31.801341594459426)"
153,51,64,31.753444306582846,35.266216545808064,31.755843022715748,35.32872958487939,5.92,5.9,residential,60,True,"LINESTRING(35.266216545808064 31.753444306582846, 35.32872958487939 31.755843022715748)"
154,52,8,31.95451311070797,35.21109109912264,31.944965331333854,35.21348244418097,1.09,1.1,secondary,50,True,"LINESTRING(35.21109109912264 31.95451311070797, 35.21348244418097 31.944965331333854)"
155,52,28,31.95451311070797,35.21109109912264,31.944410615573975,35.2327393017001,2.33,2.3,residential,60,True,"LINESTRING(35.21109109912264 31.95451311070797, 35.2327393017001 31.944410615573975)"
156,52,61,31.95451311070797,35.21109109912264,31.978753240022545,35.21181370903589,2.7,3.2,residential,50,True,"LINESTRING(35.21109109912264 31.95451311070797, 35.21181370903589 31.978753240022545)"
157,53,59,31.83004755698576,35.24228853957395,31.83953343743459,35.241684848459805,1.06,1.6,residential,50,True,"LINESTRING(35.24228853957395 31.83004755698576, 35.241684848459805 31.83953343743459)"
158,53,9,31.83004755698576,35.24228853957395,31.816132186612208,35.22677970516278,2.13,2.6,secondary,40,True,"LINESTRING(35.24228853957395 31.83004755698576, 35.22677970516278 31.816132186612208)"
159,53,29,31.83004755698576,35.24228853957395,31.801341594459426,35.268738039385106,4.05,4.1,secondary,60,True,"LINESTRING(35.24228853957395 31.83004755698576, 35.268738039385106 31.801341594459426)"
160,54,48,31.78346565207876,35.18042957520073,31.769058311845587,35.16448578595196,2.2,2.6,residential,40,True,"LINESTRING(35.18042957520073 31.78346565207876, 35.16448578595196 31.769058311845587)"
161,54,30,31.78346565207876,35.18042957520073,31.799020748128576,35.1638366325273,2.33,2.8,secondary,40,True,"LINESTRING(35.18042957520073 31.78346565207876, 35.1638366325273 31.799020748128576)"
162,54,6,31.78346565207876,35.18042957520073,31.81559139244108,35.20160658643101,4.09,4.1,secondary,40,True,"LINESTRING(35.18042957520073 31.78346565207876, 35.20160658643101 31.81559139244108)"
163,55,17,31.88611711189876,35.336144778256326,31.91086842743641,35.34193472919382,2.81,3.4,secondary,50,True,"LINESTRING(35.336144778256326 31.88611711189876, 35.34193472919382 31.91086842743641)"
164,55,42,31.88611711189876,35.336144778256326,31.925375797067062,35.319346865080746,4.64,4.6,primary,40,True,"LINESTRING(35.336144778256326 31.88611711189876, 35.319346865080746 31.925375797067062)"
165,55,27,31.88611711189876,35.336144778256326,31.83009334661473,35.33099637631375,6.25,9.4,primary,50,True,"LINESTRING(35.336144778256326 31.88611711189876, 35.33099637631375 31.83009334661473)"
166,56,37,32.01275588211346,35.12901671522533,32.0129102879418,35.144403364239544,1.45,1.5,primary,60,True,"LINESTRING(35.12901671522533 32.01275588211346, 35.144403364239544 32.0129102879418)"
167,56,13,32.01275588211346,35.12901671522533,32.037163921662035,35.15097836353379,3.41,5.1,primary,50,True,"LINESTRING(35.12901671522533 32.01275588211346, 35.15097836353379 32.037163921662035)"
168,56,4,32.01275588211346,35.12901671522533,32.01765387031145,35.076081649788826,5.02,6.0,secondary,60,True,"LINESTRING(35.12901671522533 32.01275588211346, 35.076081649788826 32.01765387031145)"
169,57,41,31.90017583391509,35.10359556415904,31.918410440248945,35.128822482556885,3.13,3.8,secondary,40,True,"LINESTRING(35.10359556415904 31.90017583391509, 35.128822482556885 31.918410440248945)"
170,57,43,31.90017583391509,35.10359556415904,31.86982015154212,35.11579622774719,3.57,5.3,secondary,50,True,"LINESTRING(35.10359556415904 31.90017583391509, 35.11579622774719 31.86982015154212)"
171,57,60,31.90017583391509,35.10359556415904,31.93269106343145,35.09585178056489,3.69,3.7,residential,40,True,"LINESTRING(35.10359556415904 31.90017583391509, 35.09585178056489 31.93269106343145)"
172,58,65,32.02378835180345,35.31115557095103,32.01361656334696,35.29949965880836,1.58,1.6,secondary,50,True,"LINESTRING(35.31115557095103 32.02378835180345, 35.29949965880836 32.01361656334696)"
173,58,50,32.02378835180345,35.31115557095103,32.041323513284084,35.30823391067035,1.97,3.0,secondary,50,True,"LINESTRING(35.31115557095103 32.02378835180345, 35.30823391067035 32.041323513284084)"
174,58,67,32.02378835180345,35.31115557095103,32.01340287976121,35.3340848335894,2.45,2.9,secondary,60,True,"LINESTRING(35.31115557095103 32.02378835180345, 35.3340848335894 32.01340287976121)"
175,59,53,31.83953343743459,35.241684848459805,31.83004755698576,35.24228853957395,1.06,1.1,residential,60,True,"LINESTRING(35.241684848459805 31.83953343743459, 35.24228853957395 31.83004755698576)"
176,59,9,31.83953343743459,35.241684848459805,31.816132186612208,35.22677970516278,2.96,3.0,primary,50,True,"LINESTRING(35.241684848459805 31.83953343743459, 35.22677970516278 31.816132186612208)"
177,59,18,31.83953343743459,35.241684848459805,31.863560313162505,35.21561218938197,3.63,5.5,secondary,50,True,"LINESTRING(35.241684848459805 31.83953343743459, 35.21561218938197 31.863560313162505)"
178,60,41,31.93269106343145,35.09585178056489,31.918410440248945,35.128822482556885,3.49,4.2,primary,50,True,"LINESTRING(35.09585178056489 31.93269106343145, 35.128822482556885 31.918410440248945)"
179,60,57,31.93269106343145,35.09585178056489,31.90017583391509,35.10359556415904,3.69,4.4,residential,60,True,"LINESTRING(35.09585178056489 31.93269106343145, 35.10359556415904 31.90017583391509)"
180,60,1,31.93269106343145,35.09585178056489,31.941828039537363,35.0575032265668,3.76,4.5,residential,40,True,"LINESTRING(35.09585178056489 31.93269106343145, 35.0575032265668 31.941828039537363)"
181,61,62,31.978753240022545,35.21181370903589,31.983587943589168,35.209106101658556,0.6,0.7,primary,60,True,"LINESTRING(35.21181370903589 31.978753240022545, 35.209106101658556 31.983587943589168)"
182,61,52,31.978753240022545,35.21181370903589,31.95451311070797,35.21109109912264,2.7,2.7,primary,50,True,"LINESTRING(35.21181370903589 31.978753240022545, 35.21109109912264 31.95451311070797)"
183,61,19,31.978753240022545,35.21181370903589,31.998821399275897,35.23555592570928,3.16,3.2,residential,60,True,"LINESTRING(35.21181370903589 31.978753240022545, 35.23555592570928 31.998821399275897)"
184,62,61,31.983587943589168,35.209106101658556,31.978753240022545,35.21181370903589,0.6,0.9,primary,60,True,"LINESTRING(35.209106101658556 31.983587943589168, 35.21181370903589 31.978753240022545)"
185,62,19,31.983587943589168,35.209106101658556,31.998821399275897,35.23555592570928,3.02,3.6,primary,50,True,"LINESTRING(35.209106101658556 31.983587943589168, 35.23555592570928 31.998821399275897)"
186,62,20,31.983587943589168,35.209106101658556,32.00851207009323,35.22320564357703,3.07,4.6,primary,50,True,"LINESTRING(35.209106101658556 31.983587943589168, 35.22320564357703 32.00851207009323)"
187,63,48,31.750171568838383,35.147246817101404,31.769058311845587,35.16448578595196,2.66,3.2,secondary,40,True,"LINESTRING(35.147246817101404 31.750171568838383, 35.16448578595196 31.769058311845587)"
188,63,24,31.750171568838383,35.147246817101404,31.78030042882292,35.13339208093303,3.6,4.3,secondary,50,True,"LINESTRING(35.147246817101404 31.750171568838383, 35.13339208093303 31.78030042882292)"
189,63,7,31.750171568838383,35.147246817101404,31.75796079090516,35.109651295206,3.66,4.4,secondary,50,True,"LINESTRING(35.147246817101404 31.750171568838383, 35.109651295206 31.75796079090516)"
190,64,51,31.755843022715748,35.32872958487939,31.753444306582846,35.266216545808064,5.92,7.1,primary,50,True,"LINESTRING(35.32872958487939 31.755843022715748, 35.266216545808064 31.753444306582846)"
191,64,36,31.755843022715748,35.32872958487939,31.813294853075895,35.332872914300516,6.4,9.6,residential,60,True,"LINESTRING(35.32872958487939 31.755843022715748, 35.332872914300516 31.813294853075895)"
192,64,29,31.755843022715748,35.32872958487939,31.801341594459426,35.268738039385106,7.6,11.4,secondary,40,True,"LINESTRING(35.32872958487939 31.755843022715748, 35.268738039385106 31.801341594459426)"
193,65,58,32.01361656334696,35.29949965880836,32.02378835180345,35.31115557095103,1.58,1.6,primary,60,True,"LINESTRING(35.29949965880836 32.01361656334696, 35.31115557095103 32.02378835180345)"
194,65,33,32.01361656334696,35.29949965880836,32.002855576056945,35.282799973463874,1.98,3.0,primary,40,True,"LINESTRING(35.29949965880836 32.01361656334696, 35.282799973463874 32.002855576056945)"
195,65,50,32.01361656334696,35.29949965880836,32.041323513284084,35.30823391067035,3.19,4.8,primary,60,True,"LINESTRING(35.29949965880836 32.01361656334696, 35.30823391067035 32.041323513284084)"
196,66,34,31.842254237620796,35.06737754994826,31.81871442158923,35.05963007317121,2.72,4.1,primary,40,True,"LINESTRING(35.06737754994826 31.842254237620796, 35.05963007317121 31.81871442158923)"
197,66,12,31.842254237620796,35.06737754994826,31.852075154955397,35.09664384994354,2.97,3.6,residential,40,True,"LINESTRING(35.06737754994826 31.842254237620796, 35.09664384994354 31.852075154955397)"
198,66,5,31.842254237620796,35.06737754994826,31.87657654590558,35.058939165831426,3.9,3.9,primary,50,True,"LINESTRING(35.06737754994826 31.842254237620796, 35.058939165831426 31.87657654590558)"
199,67,58,32.01340287976121,35.3340848335894,32.02378835180345,35.31115557095103,2.45,2.5,secondary,50,True,"LINESTRING(35.3340848335894 32.01340287976121, 35.31115557095103 32.02378835180345)"
200,67,65,32.01340287976121,35.3340848335894,32.01361656334696,35.29949965880836,3.26,4.9,residential,60,True,"LINESTRING(35.3340848335894 32.01340287976121, 35.29949965880836 32.01361656334696)"
201,67,50,32.01340287976121,35.3340848335894,32.041323513284084,35.30823391067035,3.95,3.9,residential,40,True,"LINESTRING(35.3340848335894 32.01340287976121, 35.30823391067035 32.041323513284084)"
