locality_id,profession,count,last_updated
56,business_owners,309,2026-01-17
56,students_university,2113,2026-01-17
56,unemployed,2217,2026-01-17
57,doctors,42,2026-01-17
57,nurses,120,2026-01-17
57,teachers,1070,2026-01-17
57,engineers_computer,277,2026-01-17
57,engineers_civil,255,2026-01-17
57,engineers_electrical,159,2026-01-17
57,employees_public,2112,2026-01-17
57,employees_private,3010,2026-01-17
57,agriculture_workers,822,2026-01-17
57,construction_workers,1152,2026-01-17
57,technicians,867,2026-01-17
57,freelancers,1072,2026-01-17
57,business_owners,766,2026-01-17
57,students_university,2575,2026-01-17
57,unemployed,4802,2026-01-17
58,doctors,16,2026-01-17
58,nurses,50,2026-01-17
58,teachers,424,2026-01-17
58,engineers_computer,85,2026-01-17
58,engineers_civil,117,2026-01-17
58,engineers_electrical,62,2026-01-17
58,employees_public,1040,2026-01-17
58,employees_private,1378,2026-01-17
58,agriculture_workers,321,2026-01-17
58,construction_workers,470,2026-01-17
58,technicians,425,2026-01-17
58,freelancers,309,2026-01-17
58,business_owners,169,2026-01-17
58,students_university,1652,2026-01-17
58,unemployed,2065,2026-01-17
59,doctors,19,2026-01-17
59,nurses,23,2026-01-17
59,teachers,306,2026-01-17
59,engineers_computer,74,2026-01-17
59,engineers_civil,40,2026-01-17
59,engineers_electrical,60,2026-01-17
59,employees_public,671,2026-01-17
59,employees_private,1073,2026-01-17
59,agriculture_workers,469,2026-01-17
59,construction_workers,448,2026-01-17
59,technicians,289,2026-01-17
59,freelancers,280,2026-01-17
59,business_owners,229,2026-01-17
59,students_university,1158,2026-01-17
59,unemployed,1765,2026-01-17
60,doctors,9,2026-01-17
60,nurses,12,2026-01-17
60,teachers,183,2026-01-17
60,engineers_computer,67,2026-01-17
60,engineers_civil,40,2026-01-17
60,engineers_electrical,36,2026-01-17
60,employees_public,449,2026-01-17
60,employees_private,625,2026-01-17
60,agriculture_workers,280,2026-01-17
60,construction_workers,222,2026-01-17
60,technicians,186,2026-01-17
60,freelancers,123,2026-01-17
60,business_owners,112,2026-01-17
60,students_university,842,2026-01-17
60,unemployed,991,2026-01-17
61,doctors,61,2026-01-17
61,nurses,102,2026-01-17
61,teachers,840,2026-01-17
61,engineers_computer,296,2026-01-17
61,engineers_civil,209,2026-01-17
61,engineers_electrical,117,2026-01-17
61,employees_public,2078,2026-01-17
61,employees_private,3943,2026-01-17
61,agriculture_workers,658,2026-01-17
61,construction_workers,1662,2026-01-17
61,technicians,879,2026-01-17
61,freelancers,752,2026-01-17
61,business_owners,587,2026-01-17
61,students_university,3937,2026-01-17
61,unemployed,5743,2026-01-17
62,doctors,25,2026-01-17
62,nurses,25,2026-01-17
62,teachers,268,2026-01-17
62,engineers_computer,98,2026-01-17
62,engineers_civil,98,2026-01-17
62,engineers_electrical,59,2026-01-17
62,employees_public,622,2026-01-17
62,employees_private,1102,2026-01-17
62,agriculture_workers,175,2026-01-17
62,construction_workers,326,2026-01-17
62,technicians,347,2026-01-17
62,freelancers,229,2026-01-17
62,business_owners,196,2026-01-17
62,students_university,1336,2026-01-17
62,unemployed,1512,2026-01-17
63,doctors,78,2026-01-17
63,nurses,103,2026-01-17
63,teachers,995,2026-01-17
63,engineers_computer,185,2026-01-17
63,engineers_civil,192,2026-01-17
63,engineers_electrical,84,2026-01-17
63,employees_public,2064,2026-01-17
63,employees_private,3095,2026-01-17
63,agriculture_workers,507,2026-01-17
63,construction_workers,1302,2026-01-17
63,technicians,764,2026-01-17
63,freelancers,877,2026-01-17
63,business_owners,542,2026-01-17
63,students_university,2453,2026-01-17
63,unemployed,4627,2026-01-17
64,doctors,97,2026-01-17
64,nurses,82,2026-01-17
64,teachers,1198,2026-01-17
64,engineers_computer,184,2026-01-17
64,engineers_civil,326,2026-01-17
64,engineers_electrical,191,2026-01-17
64,employees_public,2942,2026-01-17
64,employees_private,3787,2026-01-17
64,agriculture_workers,1297,2026-01-17
64,construction_workers,1331,2026-01-17
64,technicians,832,2026-01-17
64,freelancers,1012,2026-01-17
64,business_owners,525,2026-01-17
64,students_university,3419,2026-01-17
64,unemployed,4869,2026-01-17
65,doctors,56,2026-01-17
65,nurses,53,2026-01-17
65,teachers,760,2026-01-17
65,engineers_computer,118,2026-01-17
65,engineers_civil,96,2026-01-17
65,engineers_electrical,126,2026-01-17
65,employees_public,2009,2026-01-17
65,employees_private,2730,2026-01-17
65,agriculture_workers,711,2026-01-17
65,construction_workers,1241,2026-01-17
65,technicians,764,2026-01-17
65,freelancers,555,2026-01-17
65,business_owners,527,2026-01-17
65,students_university,2495,2026-01-17
65,unemployed,4367,2026-01-17
66,doctors,22,2026-01-17
66,nurses,50,2026-01-17
66,teachers,320,2026-01-17
66,engineers_computer,139,2026-01-17
66,engineers_civil,116,2026-01-17
66,engineers_electrical,35,2026-01-17
66,employees_public,1013,2026-01-17
66,employees_private,1387,2026-01-17
66,agriculture_workers,551,2026-01-17
66,construction_workers,658,2026-01-17
66,technicians,481,2026-01-17
66,freelancers,280,2026-01-17
66,business_owners,222,2026-01-17
66,students_university,1060,2026-01-17
66,unemployed,1992,2026-01-17
67,doctors,46,2026-01-17
67,nurses,85,2026-01-17
67,teachers,1132,2026-01-17
67,engineers_computer,204,2026-01-17
67,engineers_civil,156,2026-01-17
67,engineers_electrical,214,2026-01-17
67,employees_public,1867,2026-01-17
67,employees_private,3424,2026-01-17
67,agriculture_workers,1056,2026-01-17
67,construction_workers,1240,2026-01-17
67,technicians,814,2026-01-17
67,freelancers,729,2026-01-17
67,business_owners,380,2026-01-17
67,students_university,3148,2026-01-17
67,unemployed,4815,2026-01-17
